"Player","Category","Market","Odds","Team","League"
"A. Morris","fouls-drawn","PLAYER_TO_WIN_1_OR_MORE_FOULS","1.04","middlesbrough","championship"
"A. Morris","fouls-drawn","PLAYER_TO_WIN_2_OR_MORE_FOULS","1.22","middlesbrough","championship"
"L. Ayling","fouls-drawn","PLAYER_TO_WIN_1_OR_MORE_FOULS","1.18","middlesbrough","championship"
"L. Ayling","fouls-drawn","PLAYER_TO_WIN_2_OR_MORE_FOULS","1.83","middlesbrough","championship"
"A. Bangura","fouls-drawn","PLAYER_TO_WIN_1_OR_MORE_FOULS","1.06","middlesbrough","championship"
"A. Bangura","fouls-drawn","PLAYER_TO_WIN_2_OR_MORE_FOULS","1.33","middlesbrough","championship"
"H. Hackney","fouls-drawn","PLAYER_TO_WIN_1_OR_MORE_FOULS","1.25","middlesbrough","championship"
"H. Hackney","fouls-drawn","PLAYER_TO_WIN_2_OR_MORE_FOULS","2.10","middlesbrough","championship"
"A. Browne","fouls-drawn","PLAYER_TO_WIN_1_OR_MORE_FOULS","1.22","middlesbrough","championship"
"A. Browne","fouls-drawn","PLAYER_TO_WIN_2_OR_MORE_FOULS","2.00","middlesbrough","championship"
"M. Whittaker","fouls-drawn","PLAYER_TO_WIN_1_OR_MORE_FOULS","1.22","middlesbrough","championship"
"M. Whittaker","fouls-drawn","PLAYER_TO_WIN_2_OR_MORE_FOULS","2.00","middlesbrough","championship"
"R. McGree","fouls-drawn","PLAYER_TO_WIN_1_OR_MORE_FOULS","1.40","middlesbrough","championship"
"R. McGree","fouls-drawn","PLAYER_TO_WIN_2_OR_MORE_FOULS","2.75","middlesbrough","championship"
"S. Silvera","fouls-drawn","PLAYER_TO_WIN_1_OR_MORE_FOULS","1.11","middlesbrough","championship"
"S. Silvera","fouls-drawn","PLAYER_TO_WIN_2_OR_MORE_FOULS","1.53","middlesbrough","championship"
"C. Brittain","fouls-drawn","PLAYER_TO_WIN_1_OR_MORE_FOULS","1.90","middlesbrough","championship"
"C. Brittain","fouls-drawn","PLAYER_TO_WIN_2_OR_MORE_FOULS","6.00","middlesbrough","championship"
"L. Castledine","fouls-drawn","PLAYER_TO_WIN_1_OR_MORE_FOULS","1.10","middlesbrough","championship"
"L. Castledine","fouls-drawn","PLAYER_TO_WIN_2_OR_MORE_FOULS","1.50","middlesbrough","championship"
"M. Targett","fouls-drawn","PLAYER_TO_WIN_1_OR_MORE_FOULS","1.72","middlesbrough","championship"
"M. Targett","fouls-drawn","PLAYER_TO_WIN_2_OR_MORE_FOULS","4.50","middlesbrough","championship"
"S. Hansen","fouls-drawn","PLAYER_TO_WIN_1_OR_MORE_FOULS","1.14","middlesbrough","championship"
"S. Hansen","fouls-drawn","PLAYER_TO_WIN_2_OR_MORE_FOULS","1.72","middlesbrough","championship"
"D. Fry","fouls-drawn","PLAYER_TO_WIN_1_OR_MORE_FOULS","1.83","middlesbrough","championship"
"D. Fry","fouls-drawn","PLAYER_TO_WIN_2_OR_MORE_FOULS","5.00","middlesbrough","championship"
"J. Sarmiento","fouls-drawn","PLAYER_TO_WIN_1_OR_MORE_FOULS","1.12","middlesbrough","championship"
"J. Sarmiento","fouls-drawn","PLAYER_TO_WIN_2_OR_MORE_FOULS","1.61","middlesbrough","championship"
"F. Munroe","fouls-drawn","PLAYER_TO_WIN_1_OR_MORE_FOULS","1.44","middlesbrough","championship"
"F. Munroe","fouls-drawn","PLAYER_TO_WIN_2_OR_MORE_FOULS","3.25","middlesbrough","championship"
"A. Malanda","fouls-drawn","PLAYER_TO_WIN_1_OR_MORE_FOULS","1.72","middlesbrough","championship"
"A. Malanda","fouls-drawn","PLAYER_TO_WIN_2_OR_MORE_FOULS","4.50","middlesbrough","championship"
"A. Gilbert","fouls-drawn","PLAYER_TO_WIN_1_OR_MORE_FOULS","1.72","middlesbrough","championship"
"A. Gilbert","fouls-drawn","PLAYER_TO_WIN_2_OR_MORE_FOULS","4.50","middlesbrough","championship"
"D. Strelec","fouls-drawn","PLAYER_TO_WIN_1_OR_MORE_FOULS","1.44","middlesbrough","championship"
"D. Strelec","fouls-drawn","PLAYER_TO_WIN_2_OR_MORE_FOULS","3.25","middlesbrough","championship"
"K. Sene","fouls-drawn","PLAYER_TO_WIN_1_OR_MORE_FOULS","1.25","middlesbrough","championship"
"K. Sene","fouls-drawn","PLAYER_TO_WIN_2_OR_MORE_FOULS","2.20","middlesbrough","championship"
"G. Edmundson","fouls-drawn","PLAYER_TO_WIN_1_OR_MORE_FOULS","1.90","middlesbrough","championship"
"G. Edmundson","fouls-drawn","PLAYER_TO_WIN_2_OR_MORE_FOULS","6.00","middlesbrough","championship"
"A. Gilbert","yellow-cards","PLAYER_TO_COMMIT_1_OR_MORE_FOULS","1.33","middlesbrough","championship"
"A. Gilbert","yellow-cards","PLAYER_TO_COMMIT_2_OR_MORE_FOULS","2.50","middlesbrough","championship"
"A. Malanda","yellow-cards","PLAYER_TO_COMMIT_1_OR_MORE_FOULS","1.53","middlesbrough","championship"
"A. Malanda","yellow-cards","PLAYER_TO_COMMIT_2_OR_MORE_FOULS","3.50","middlesbrough","championship"
"L. Ayling","yellow-cards","PLAYER_TO_COMMIT_1_OR_MORE_FOULS","1.50","middlesbrough","championship"
"L. Ayling","yellow-cards","PLAYER_TO_COMMIT_2_OR_MORE_FOULS","3.40","middlesbrough","championship"
"R. McGree","yellow-cards","PLAYER_TO_COMMIT_1_OR_MORE_FOULS","1.80","middlesbrough","championship"
"R. McGree","yellow-cards","PLAYER_TO_COMMIT_2_OR_MORE_FOULS","5.00","middlesbrough","championship"
"C. Brittain","yellow-cards","PLAYER_TO_COMMIT_1_OR_MORE_FOULS","1.25","middlesbrough","championship"
"C. Brittain","yellow-cards","PLAYER_TO_COMMIT_2_OR_MORE_FOULS","2.10","middlesbrough","championship"
"A. Morris","yellow-cards","PLAYER_TO_COMMIT_1_OR_MORE_FOULS","1.30","middlesbrough","championship"
"A. Morris","yellow-cards","PLAYER_TO_COMMIT_2_OR_MORE_FOULS","2.37","middlesbrough","championship"
"M. Targett","yellow-cards","PLAYER_TO_COMMIT_1_OR_MORE_FOULS","1.44","middlesbrough","championship"
"M. Targett","yellow-cards","PLAYER_TO_COMMIT_2_OR_MORE_FOULS","3.00","middlesbrough","championship"
"S. Hansen","yellow-cards","PLAYER_TO_COMMIT_1_OR_MORE_FOULS","1.66","middlesbrough","championship"
"S. Hansen","yellow-cards","PLAYER_TO_COMMIT_2_OR_MORE_FOULS","4.00","middlesbrough","championship"
"M. Whittaker","yellow-cards","PLAYER_TO_COMMIT_1_OR_MORE_FOULS","1.36","middlesbrough","championship"
"M. Whittaker","yellow-cards","PLAYER_TO_COMMIT_2_OR_MORE_FOULS","2.62","middlesbrough","championship"
"J. Sarmiento","yellow-cards","PLAYER_TO_COMMIT_1_OR_MORE_FOULS","1.28","middlesbrough","championship"
"J. Sarmiento","yellow-cards","PLAYER_TO_COMMIT_2_OR_MORE_FOULS","2.25","middlesbrough","championship"
"H. Hackney","yellow-cards","PLAYER_TO_COMMIT_1_OR_MORE_FOULS","1.12","middlesbrough","championship"
"H. Hackney","yellow-cards","PLAYER_TO_COMMIT_2_OR_MORE_FOULS","1.61","middlesbrough","championship"
"D. Fry","yellow-cards","PLAYER_TO_COMMIT_1_OR_MORE_FOULS","1.80","middlesbrough","championship"
"D. Fry","yellow-cards","PLAYER_TO_COMMIT_2_OR_MORE_FOULS","5.00","middlesbrough","championship"
"D. Strelec","yellow-cards","PLAYER_TO_COMMIT_1_OR_MORE_FOULS","1.66","middlesbrough","championship"
"D. Strelec","yellow-cards","PLAYER_TO_COMMIT_2_OR_MORE_FOULS","4.00","middlesbrough","championship"
"A. Browne","yellow-cards","PLAYER_TO_COMMIT_1_OR_MORE_FOULS","1.44","middlesbrough","championship"
"A. Browne","yellow-cards","PLAYER_TO_COMMIT_2_OR_MORE_FOULS","3.00","middlesbrough","championship"
"S. Brynn","yellow-cards","TO_BE_BOOKED","6.50","middlesbrough","championship"
"F. Munroe","yellow-cards","PLAYER_TO_COMMIT_1_OR_MORE_FOULS","1.33","middlesbrough","championship"
"F. Munroe","yellow-cards","PLAYER_TO_COMMIT_2_OR_MORE_FOULS","2.50","middlesbrough","championship"
"S. Silvera","yellow-cards","PLAYER_TO_COMMIT_1_OR_MORE_FOULS","1.20","middlesbrough","championship"
"S. Silvera","yellow-cards","PLAYER_TO_COMMIT_2_OR_MORE_FOULS","1.90","middlesbrough","championship"
"L. Castledine","yellow-cards","PLAYER_TO_COMMIT_1_OR_MORE_FOULS","1.18","middlesbrough","championship"
"L. Castledine","yellow-cards","PLAYER_TO_COMMIT_2_OR_MORE_FOULS","1.80","middlesbrough","championship"
"G. Edmundson","yellow-cards","PLAYER_TO_COMMIT_1_OR_MORE_FOULS","1.53","middlesbrough","championship"
"G. Edmundson","yellow-cards","PLAYER_TO_COMMIT_2_OR_MORE_FOULS","3.50","middlesbrough","championship"
"K. Sene","yellow-cards","PLAYER_TO_COMMIT_1_OR_MORE_FOULS","1.18","middlesbrough","championship"
"K. Sene","yellow-cards","PLAYER_TO_COMMIT_2_OR_MORE_FOULS","1.80","middlesbrough","championship"
"A. Bangura","yellow-cards","PLAYER_TO_COMMIT_1_OR_MORE_FOULS","1.25","middlesbrough","championship"
"A. Bangura","yellow-cards","PLAYER_TO_COMMIT_2_OR_MORE_FOULS","2.10","middlesbrough","championship"
"D. Strelec","xg","TO_SCORE","2.75","middlesbrough","championship"
"M. Whittaker","xg","TO_SCORE","2.37","middlesbrough","championship"
"R. McGree","xg","TO_SCORE","4.33","middlesbrough","championship"
"H. Hackney","xg","TO_SCORE","3.00","middlesbrough","championship"
"L. Castledine","xg","TO_SCORE","3.20","middlesbrough","championship"
"A. Browne","xg","TO_SCORE","5.00","middlesbrough","championship"
"A. Morris","xg","TO_SCORE","7.00","middlesbrough","championship"
"M. Targett","xg","TO_SCORE","8.00","middlesbrough","championship"
"K. Sene","xg","TO_SCORE","3.20","middlesbrough","championship"
"A. Gilbert","xg","TO_SCORE","4.33","middlesbrough","championship"
"J. Sarmiento","xg","TO_SCORE","3.20","middlesbrough","championship"
"C. Brittain","xg","TO_SCORE","8.50","middlesbrough","championship"
"F. Munroe","xg","TO_SCORE","8.50","middlesbrough","championship"
"D. Fry","xg","TO_SCORE","9.50","middlesbrough","championship"
"A. Bangura","xg","TO_SCORE","8.50","middlesbrough","championship"
"S. Hansen","xg","TO_SCORE","3.20","middlesbrough","championship"
"L. Ayling","xg","TO_SCORE","8.50","middlesbrough","championship"
"A. Malanda","xg","TO_SCORE","11.00","middlesbrough","championship"
"S. Silvera","xg","TO_SCORE","4.75","middlesbrough","championship"
"G. Edmundson","xg","TO_SCORE","9.50","middlesbrough","championship"
